"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","7","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","8","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","1","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","1","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","7","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","7","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","9","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","1","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","1","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:43 GMT 2023","Mon Jul 03 10:02:43 GMT 2023","7","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","7","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","7","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","8","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","8","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:44 GMT 2023","Mon Jul 03 10:02:44 GMT 2023","6","tests","test_01","","","","Позитивные тесты",""
"passed","Mon Jul 03 10:02:43 GMT 2023","Mon Jul 03 10:02:43 GMT 2023","18","tests","test_01","","","","Позитивные тесты",""
